video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
VxkXM,CHxlv4a,2021-05-03,Film & Animation,PT6M42S,이터널즈|이터널즈 마동석|마블|삐맨|비맨|b맨|블랙위도우|토르|토르4|토르 러브앤썬더|블랙팬서2|블랙팬서2편|블랙팬서 와칸다포에버|마블 영화|마블 영화 줄거리|마블 영화 순서|이터널스|이터널스 마동석|마동석|길가메쉬|길가매쉬|길가매시|길가메시,"여러분 안녕하세요 삐맨입니다.오늘은 '이터널스'를 비롯한 향후 개봉 예정인 마블 영화들에 대해 알아보려 합니다. 재밌게 보시고 추천과 구독 부탁드립니다.감사합니다.#마동석, #이터널스, #마블*마블 영화는 극장과 디즈니 플러스 및 각종 VOD에서 만나보실 수 있습니다.*오늘의 영상은 유료광고를 포함하고 있지 않습니다.",2021-05-05,2021-05-09,3,49,989558,2349687,11146,20244,306,650,1501,2625,954000,958000,447138671,450001290,476,477
Vxl-t,CHDV9zg,2021-05-18,People & Blogs,PT16M13S,,타인에게 향한 비난은 자제해주세여!#머니게임 #전기 #코트 #공혁준 #진용진,2021-05-20,2021-05-23,9,43,1944345,2643650,32377,37666,412,570,5387,5829,817000,883000,43071466,51733157,48,50
Vxnsa,CH1cWTE,2021-04-19,Entertainment,PT12M40S,MBC|people|TVPP|토요예능|놀면뭐하니|유재석|탑10귀|유야호|MSG워너비|블라인드면접|김해준|김범수|케이윌|류승용|최준|고칠게|커버|누난 내 여자니까|마동석|다행이다|박은석|로건리|노래|펜트하우스 시즌2|현빈|와르르|시건방|자신감|김수현|좋니|김형수|형수|k.will,"김해준 ,김범수 ,케이윌, 박은석 #유재석 #유야호 #놀면뭐하니 #TVPP",2021-04-21,2021-04-22,5,17,278170,365246,1971,2524,62,83,237,297,3340000,3340000,3667422896,3670447256,17061,17068
Vxo_5,CHd1TDy,2021-07-05,People & Blogs,PT12M46S,귀촌|귀촌일기|힐링|시골영상|자연|서울 부부의 귀촌일기|시골 풍경|시골 경치|귀촌 이야기|경치 좋은 곳|일상 브이로그|vlog|시골 브이로그|시골 vlog|시골 일상|시골 할일|귀농|시골집|한량 생활|백수 생활|시골 생활|시골 단점|시골 장점|귀촌 단점|귀촌 장점|시골 예능|귀촌 예능|시골 버라이어티|귀촌 버라이어티|욜로족|욜로|YOLO|소확행|시골부부|시골 부부|귀촌부부|귀촌 부부,서울 부부의 대책없는 귀촌일기~!!이것이 바로 진짜 리얼 귀촌 스토리!!시청하시고 마음에 드신다면'구독하기' 와→(https://goo.gl/vHezU7)'좋아요!'를 꼬옥 눌러주세요~!!여러분의 클릭 한번이서울 부부의 귀촌일기를 지속할 수 있는 힘이 됩니다~~!!감사합니다~!! (^_^)/리주(LeeZu)로 표기되어 삽입된 귀촌일기의 모든 음악은남편 겸 작곡가 이준영 씨의 음악들 입니다~,2021-07-07,2021-07-08,16,43,220161,277839,6114,6813,144,183,1223,1347,69300,72200,22083989,23011154,531,531
Vxomi,CHACsUr,2021-04-12,Music,PT3M23S,DAVICHI|Just hug me,Provided to YouTube by Genie Music CorporationJust hug me · DAVICHIJust hug me℗ 2021 Stone Music EntertainmentReleased on: 2021-04-12Auto-generated by YouTube.,2021-04-14,2021-04-15,12,21,67618,127914,1119,1828,16,46,0,2,11900,11900,69039311,69285763,216,216
Vxorz,CHfq4V1,2021-04-25,News & Politics,PT2M6S,거리점령|담보차량|도박,"○ 제목도박의 그늘…거리 곳곳 점령한 ‘담보 차량’○ 설명이런 논란을 넘어 말 그대로 도박의 그늘이 짙게 드리운 곳이 있습니다. 치워도 치워도 끝이 없다. 쓰레기도 낙엽도 아닙니다. 자동차가 엄청나게 쌓인 이 곳은 강원도 정선 카지노장 일댑니다. 전당포에 차를 잡히고 도박한 사람들이 그냥 그대로, 내버려 둔 겁니다. 강경모 기자가 현장취재했습니다.○ 영상 보기http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000247414▶채널A뉴스 구독https://www.youtube.com/tvchanews?sub_confirmation=1[채널A 뉴스·시사 프로그램 방송시간]〈평일〉09시 20분 김진의 돌직구 쇼12시 00분 뉴스A 라이브17시 20분 뉴스TOP1019시 00분 뉴스A〈주말〉12시 10분 토요랭킹쇼·뉴스A 라이브19시 00분 뉴스A#채널A뉴스 #뉴스A #도박▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do▷ 페이스북 https://www.facebook.com/channelanews▷ 카카오스토리 https://story.kakao.com/ch/channelanews",2021-04-27,2021-04-28,24,32,426221,547578,2593,2929,118,140,1011,1164,1110000,1110000,1290465775,1291137497,57653,57679
Vxp8P,CHY7unn,2021-07-25,Music,PT4M2S,픽보이|peakboy|bts|최우식|박서준|뉴런뮤직|neuronmusic|픽보라|픽보이는라디오|라디오|radio|보라|보이는라디오|여전해|롤러코스터|포니테일|walk|다이어트|방탄소년단|LA|Walk|눈치|헤이즈|폴킴|놀면뭐하니|Shame|죠지|Ponytail|애매해|MMM|KELLY|켈리|진토닉|Think about you|birthday|생일|Rollercoaster|휘인|Wheein|mamamoo|마마무|유재석|정한빛|diet|5/27|가망이없어|숨바꼭질|loop|난불행해|난행복해|청춘거지|가수|랩퍼|힙합|hiphop|R&B|soul|교포머리|GYOPO HAIRSTYLE|BTS|한현민|박형식|Hyung Sik Park|CHOIWOOSHIK|Park Seo jun|Han Hyun Min,작사 : 픽보이 | 작곡 : 픽보이아... 오늘도 나한테 취한다.#픽보이 #Peakboy #교포머리 #GYOPOHAIRSTYLE #MV픽보이 (Peakboy) Official Fancafe ▶ http://cafe.daum.net/realpeakboy픽보이 (Peakboy) Official Instagram ▶ https://www.instagram.com/realpeakboy/픽보이 (Peakboy) Official Twitter ▶ https://twitter.com/peakboy_twt픽보이 (Peakboy) Official Facebook ▶ https://www.facebook.com/peakboy.official픽보이 (Peakboy) Official TikTok ▶ https://www.tiktok.com/@peakboy.officialⓒ neuronmusic. All Rights Reserved.,2021-07-27,2021-07-27,23,23,2440957,2440957,522787,522787,1965,1965,39132,39132,102000,102000,3012111,3012111,58,58
VxpDL,CHviI9l,2021-06-08,Music,PT7M8S,dingofreestyle|dingo|딩고|딩고프리스타일|딩프|DF|힙합|hiphop|빅나티|서동현|이상재|스월비|영지|래원|릴네크|디아크|베이니플|김우림|털어|고등래퍼|고랩|쇼미|쇼미더머니,00:00 BIG Naughty00:40 M1NU01:21 Veinyfl02:01 Swervy02:43 래원03:23 이영지04:06 Lil Nekh04:30 D.ark05:20 BIG Naughty▶딩고프리스타일 (Dingo Freestyle) : http://bit.ly/Dingo__Freestyle▶딩고뮤직 (Dingo Music) : http://bit.ly/Dingo__Music▶일소라 (일반인들의 소름돋는 라이브) : http://bit.ly/ilsoracontact : musicbiz@makeus.com#빅나티 #털어! #DFLIVE#김민우 #베이니플#스월비 #래원 #이영지#릴네크 #이상재 #디아크 #김우림#딩고프리스타일 #DingoFreestyle,2021-06-10,2021-06-11,12,25,766812,949919,30041,33567,262,338,4980,5407,1580000,1590000,844556542,846099576,855,856
Vxs6h,CHWYzc_,2021-04-01,Entertainment,PT39M11S,Diggle|IU|IU 라일락|IU 아이유 라일락|iu lilac reaction|iu reaction|iu you quiz|iu you quiz on the block|tvN|tvN D ENT|tvN 예능|youquizontheblock|디글|디글 유퀴즈|아이유|아이유 라일락|아이유 유퀴즈|아이유 코인|예능 다시보기|유재석 눈물|유재석 아이유|유재석 연예대상|유재석 오열|유재석조세호|유퀴즈|유퀴즈 100화 다시보기|유퀴즈 IU|유퀴즈 개그|유퀴즈 눈물|유퀴즈 다시보기|유퀴즈 디글|유퀴즈 레전드|유퀴즈 방탄|유퀴즈 아이유|유퀴즈 연기|유퀴즈 유행어|유퀴즈 이지은|유퀴즈 일반인|유퀴즈 티격태격|유퀴즈 힐링|유퀴즈100화|유퀴즈온더블럭 100화 다시보기|유퀴즈온더블럭 아이유|인기급상승,"#유퀴즈온더블럭 #Diggle #디글유튜브에서 지금 핫한 사람 누구? 人기가 급상승한 人물 모음집Let's giggle, :Diggle!방송국놈들이 덕질하는 채널 '디글'구독하기 ☞ https://www.youtube.com/c/디글Diggle",2021-04-02,2021-04-05,8,30,1178936,2397453,26283,40551,325,610,1687,2552,685000,698000,1331797770,1353785380,9023,9089
Vxu83,CHiBKp3,2021-06-03,Entertainment,PT1M,찐한친구|오피스물|김해준|이은지|해준은지|사단나|사달나|웹드라마|오피스웹드라마,이런 상사면 주말에도 출근해야지..━━━━━━━━━━━━━━━━━━💖 [찐한쇼츠] 매주 목요일 오후 6시 업로드💖 [찐한친구] 매주 금요일 오후 7시 업로드🧡 구독 쪼옥 ▶ http://youtube.com/channel/UCiBKp3KgsQCYT9Z2XxdBpbQ?sub_confirmation=1💚 팔로우 쪼옥 ▶ https://www.instagram.com/jjin_friends_official/💙 광고/콜라보 문의 ▶ studio.planet@skplanet.com━━━━━━━━━━━━━━━━━━#shorts #찐한친구  #찐한쇼츠#김해준  #이은지  #남사친  #여사친,2021-06-08,2021-06-09,7,27,2873289,2986465,43037,43840,2326,2383,1077,1117,203000,204000,50558022,51321529,187,187
VxuDO,CHrh6bu,2021-04-09,People & Blogs,PT18M29S,택배|CJ대한통운|대한통운|택배기사|배송|택배와따|택배왔다|대한통운택배|택배언제|택배맛집|맛집|먹방|홍윤화|배달맛집|맛집리뷰|전국맛집|홍윤화 먹방|홍윤화 다이어트|홍윤화 꽁냥꽁냥|미슐랭 가이드|미슐랭가이드|미슐랭가이드 한국|히밥|먹방대결|푸드파이터|제주맛집|대식가|제주흑돼지|제주돼지|삼겹살|오겹살|목살|숄더랙|보리빵|보리김치|김치먹방|고기먹방|제주먹방|제주음식브이로그|제주 흑돈|흑돈맛집|흑돈 히밥|제주히밥|히밥 제주,음식 블랙홀 히밥!홍윤화와 제주도 맛집들 산처럼 쌓아놓고 먹방대결!  ★택배로 맛집정복★ [택슐랭가이드] 여섯 번째 에피소드! MC 홍윤화와 먹방천재 히밥이 함께 한 택배 제주도 음식 먹방! ▼▼▼구매링크 및 정보는 아래 댓글에서 확인 하세요!▼▼▼ ※본 영상은 해당 업체로부터 경제적 대가나 제품 협찬을 받지 않았습니다택슐랭가이드는 소상공인과 택배기사를 응원합니다!#택배 #맛집 #히밥 #홍윤화 #먹방 #택배맛집 #제주도 #제주맛집 #보리김치 #돼지고기 #보리빵,2021-04-11,2021-04-13,6,33,173923,273763,1755,2356,71,104,213,253,7720,8260,2540080,2729923,31,31
VxvNa,CHy-swB,2021-05-27,Entertainment,PT17M7S,동상이몽|YouareMyDestiny|동상이몽 다시보기|동상이몽 하이라이트|동상이몽 박성광|박성광|이솔이|박성광 이솔이|박성광 결혼|임송|임송 매니저|송이매니저|전지적참견시점|전지적 참견 시점 박성광|박성광 매니저,임송의 든든한 매니저 박성광!팬사인회 효과는?!#동상이몽 #You_are_My_Destiny #박성광#임송,2021-05-29,2021-05-31,5,25,1532435,2106331,7733,10594,301,446,1002,1388,296000,299000,377123430,382953148,13970,13970
VxxAP,CHkJ1rb,2021-04-20,Music,PT28M14S,크래커엔터테인먼트|Cre.ker Entertainment|크래커|Creker|Cre.ker|THE BOYZ|더보이즈|Giddy Up|THE START|BOY GROUP|IDOL|IDOL GROUP|아이돌그룹|소년|BOY|일상캠|리얼리티|아이돌 리얼리티|상연|SANGYEON|제이콥|JACOB|영훈|YOUNGHOON|현재|HYUNJAE|주연|JUYEON|케빈|KEVIN|NEW|주학년|JUHAKNYEON|HWALL|선우|SUNWOO|에릭|ERIC|THE SPHERE|Right Here|THE ONLY|No Air|Bloom|BloomBloom|EXO|BTS|TWICE|TXT|Bighit|BLACKPINK|IZONE|K-POP|D.D.D|WHITE|REVEAL|CHASE|THE STEALER|STEAL,✔ More information about THE BOYZhttp://www.theboyz.krhttps://www.youtube.com/c/THEBOYZofficialhttp://channels.vlive.tv/DE341Fhttps://twitter.com/Creker_THEBOYZhttps://www.instagram.com/official_theboyzhttps://www.facebook.com/officialTHEBOYZhttp://cafe.daum.net/officialTHEBOYZCopyrights 2021 ⓒ Cre.ker Entertainment. All Rights Reserved.#THEBOYZ #더보이즈 #왕자의게임,2021-04-22,2021-04-22,33,33,217773,217773,0,0,0,0,2192,2192,1290000,1290000,138337156,138337156,454,454
VxzyP,CHZCvbW,2021-04-28,Howto & Style,PT19M58S,유트루|임신|출산|출산썰|출산후|출산임박|자연분만|출산준비|출산영상|출산호흡법|출산고통|출산후기|출산과정|신생아출산|진통|분만|자연분만후기|자연분만 출산후기|분만호흡법|분만방법|산부인과,"위 영상 내용은 너무나 당연하지만 의학적인 내용이 아닌 제 썰에 불과합니다! 임신,출산,육아 하는 모든 엄마들! 양육자들 화이팅이에요!!영상 내 BGM🎵Music provided by 브금대통령🎵Track : 뽀짝뽀짝 - https://youtu.be/daKWWCbsuAo----------------------------------------------------------------------------------------------------------------유트루 헤어밴드👉🏻http://bit.ly/32HSmzN☀️유트루 사생활 유블로그 URL :  http://www.youtube.com/c/yootruevlog ☀️유트루 뷰티 채널 URL : https://www.youtube.com/yootruebeautyroom/☀️Instagram ID : yootrue5502",2021-04-30,2021-05-01,21,45,210689,250577,6247,6883,59,71,622,676,367000,368000,75509682,75652430,615,616
Vy023,CHBUNoF,2021-07-23,Gaming,PT5M35S,,일련번호 : SCP-1322별칭 : 글로리 홀등급 : 케테르(Keter)→ 본 영상을 제작하는 과정에서 공식 문서의 일부가 각색되었습니다(공식 문서 內 기재된 사건 및 정보 間 유기적 연결화)양해 부탁드립니다- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -위 영상은 한국 SCP 위키에서 발췌한 내용으로 제작되었습니다출처 - http://ko.scp-wiki.net/CC BY-SA[참고자료]SCP-1322 : http://ko.scp-wiki.net/scp-1322,2021-07-25,2021-07-29,8,48,341861,583652,8384,10561,129,207,2222,2687,212000,215000,49086331,50316523,40,40
Vy0wA,CHe9f9M,2021-04-28,Comedy,PT10M8S,군대|3인칭|웹드라마|슬폐|폐급|이등병|일병|하극상,광고문의: hdragon9520@naver.com최제우 인스타👉 https://www.instagram.com/cjaewoo_97/전경민 인스타👉 https://www.instagram.com/gangmintical/#군대 #3인칭 #드라마,2021-04-30,2021-04-30,27,27,128425,128425,2246,2246,46,46,992,992,77800,77800,18094963,18094963,136,136
Vy65S,CHRQ7Rw,2021-04-12,Music,PT8M50S,,브레이브걸스 인터뷰 기사에도 많은 관심 부탁드립니다. 감사합니다!https://www.edaily.co.kr/news/read?newsId=01223446629015792&mediaCodeNo=258https://www.edaily.co.kr/news/read?newsId=01226726629015792&mediaCodeNo=258https://www.edaily.co.kr/news/read?newsId=01230006629015792&mediaCodeNo=258#브레이브걸스 #쁘걸 #인터뷰 #BraveGirls #민영 #은지 #유나 #유정 #메보좌 #꼬북좌 #왕눈좌 #단발좌 #유닛 #칭찬릴레이 #차세대 #서머퀸,2021-04-14,2021-04-15,16,36,53551,69717,2118,2370,9,14,477,506,1470,1500,345072,373291,97,97
Vy8v9,CH22go5,2021-05-07,Pets & Animals,PT3M42S,애니멀봐|동물농장|TV동물농장|동물농장 애니멀봐|애니멀봐 동물농장|sbs animal farm|sbs animal eng sub|sbs animal show|sbs animal farm 2020|animals|animal farm|tv animal farm|tv animal farm korean eng sub|tv animal farm eng sub|동물영상|재미있는 동물영상|애니멀봐 강아지|유기견 보호소 입양|유기견 입양 전후|유기견 입양 변화|강아지 죽음 슬픔|강아지 죽으면|이효리 동물농장|이효리 순심이 포옹|이효리 강아지 순심이|이효리 강아지|반려견 이별|반려견 죽음|반려견 입양|반려견 감동|hyori dog|dog videos|cute dogs|dog passes away|dog dies|adopt a dog from shelter|sad dog videos,"이효리, 반려견 순심이와 함께한 3647일 간의 이야기#집에서함께애니멀봐 #동물농장이효리 #효리와순심이-------------------------------------------------애니멀봐와 한배타고⛵☞ https://goo.gl/WL9mGy귀여운 강아지 더 보기🐶☞ https://youtu.be/kFT2SwJxAqQ아님 다른 동물 더 보고나서🦆☞ https://youtu.be/EbawJnhunXQ[애니멀봐]와 베프되기　페이스북: https://www.facebook.com/sbstvanimal　인스타그램: https://www.instagram.com/sbsanimal　트위터: https://twitter.com/sbsyang",2021-05-11,2021-05-12,21,37,1687199,1962146,23706,26086,468,535,1055,1136,3930000,3940000,3527753516,3530375270,2840,2842
Vy9AB,CHEUL40,2021-04-03,Comedy,PT8M12S,몰카|몰래카메라|면상들|가짜다리|가짜다리몰카|핫소스|보따|더블비|보물섬|브레이브걸스|롤린,#몰카 #몰래카메라 #면상들,2021-04-05,2021-04-06,25,44,408223,509088,4761,5288,105,149,465,492,311000,312000,97865444,98199789,283,283
VyAc0,CH6wiUw,2021-04-19,Entertainment,PT31M23S,kbs|KBS 휴먼|뭉클티비|인간극장|인간극장 레전드|TV는 사랑을 싣고|TV는 사랑을 싣고 레전드|이웃집찰스|이웃집 찰스 레전드|체험 삶의 현장|체험 삶의 현장 레전드|kbs human,"#인간극장 #인간극장레전드 #한지붕세남편2013년 1월 21일~1월 25일 방송이번주 인간극장 레전드는 '한 지붕 세 남편' 편입니다.결혼은 한 사람과 했는데, 어쩌다 보니 두 명의 남편이 더 생겼습니다.실은, 남편의 형과 동생이 한 집에 살게된 것!남들이 들으면 경악할 소리이지만, 세미 씨는 '남이 아니라 가족'이기 때문에 아무렇지 않다고 합니다. 👍👍우애 좋은 삼형제와 살갑게 살아가는 세미 씨의 일상에 함께해요! :)🎬인간극장 레전드 정주행 링크🎬정만씨와 점순씨 https://youtu.be/fJ4kgLYi0L4비호네의 희망 질주 https://youtu.be/GW3xHK9kT0A충남 501호 병원선 사람들 https://youtu.be/8-zMlSP0JHo99세 동환 씨, 한 백 년 살다 보니 https://youtu.be/gDQa6nooQmg은반 위의 발레리나 박소연 https://youtu.be/c5uzRYVh9ns피아비의 꿈 https://youtu.be/_bKUCDn5_3E소녀와 톨스토이 https://youtu.be/cY5rO4o-ius백 년을 살아보니 - 철학자 김형석 https://youtu.be/bh2n6QNz2w8세 스님과 홍인이 https://youtu.be/gpHeq9xxOcI어머니의 그림 https://youtu.be/gTcUX-k6zIA미래야 학교 가자 https://youtu.be/olxmDftPse8푸른 하늘 은하수 https://youtu.be/H2X-bVSZUzs세 스님과 홍인이, 그 후 https://youtu.be/fGrE2FcEJZ8못 말리는 광일 씨, 맨땅에 귀농 https://youtu.be/zChwt4gdtWk그렇게 부모가 된다 https://youtu.be/5RogUxkQGss김 씨네 둘째 딸 한나 https://youtu.be/laj1dd_nA7Y오복식의 크리스마스 https://youtu.be/CWY4DAsF5Gc네쌍둥이가 태어났어요 https://youtu.be/PCkmHtOKuzE",2021-04-21,2021-04-21,27,27,251507,251507,1780,1780,112,112,186,186,1310000,1310000,631087664,631087664,2749,2749
VyByY,CHLKugl,2021-06-28,Entertainment,PT5M11S,14f|일사에프|길막|관중|사이클|민폐|진상|민폐짓|사이클대회,"어제(27일) 프랑스에서 열린 유명 사이클 대회 ‘투르 드 프랑스’가 난장판이 됐습니다. 플래카드를 든 ‘민폐 관중’ 한 명이 무리하게 도로 안으로 들어오다, 그만 선수의 자전거와 부딪치고 만 겁니다. 아무리 관중이 있어 스포츠가 존재한다고 하지만, 정말이지 선수의 땀방울을 한순간에 날리게 하는 이런 ‘민폐 관중’은 보고 싶지 않습니다.#투르드프랑스 #무개념관중 #민폐관중",2021-06-30,2021-07-02,4,17,1123311,2783995,4885,10947,160,344,2584,5099,1170000,1170000,324121612,326914476,2056,2063
VyDFe,CHAhKKb,2021-06-18,Pets & Animals,PT11M43S,애니멀포유|animal4u|kbs동물|동물채널|강아지|고양이|사자|백호|늑대|dog|cat|개는 훌륭하다|개훌륭|강형욱|개는 훌륭하다 강형욱|aggressive dog|개훌륭 역대급|주주클럽|스펀지|단짝|동물다큐|야생동물|동물 다큐멘터리|골든 레트리버|포메라니안|보더콜리|사파리|애니멀봐|댕댕이|동물|귀여움|kbs|무한리필샐러드|추천,2005년의 대한민국은... 대체 무슨 일이 있었던 걸까요......※ 회차 정보 : 주주클럽 152회 (2005.05.29)#주주클럽 #악어 #악어키우기 #뱀 #애니멀포유,2021-06-20,2021-06-20,27,27,336461,336461,2971,2971,241,241,736,736,451000,451000,267715733,267715733,1171,1171
VyFZ3,CHszFjh,2021-07-03,Film & Animation,PT5M56S,짤툰|만화|애니메이션|웹툰|병맛|더빙|병맛더빙|yt:cc=on,"이 만화는 무료로 웃겨줍니다![배급 : 빅픽처팀] [기획 : 비크리스피] [제작 : 짤태식 스튜디오]각본 - 짤태식 / 작화 - 최수빈, 김혜은 (feat. 최혁준) / 도움 - 김태훈, 황현식, 장다현, 김주은, 이유진, 최지영, 윤남우, 황태훈, 신수진 / 성우 - 짤태식, 성현희, 김상자#짤툰#애니메이션#짐승친구들#데스노트",2021-07-05,2021-07-07,9,41,1212867,1424880,25678,27658,513,584,3759,3860,1530000,1530000,703801552,707993499,317,318
VyG34,CH22go5,2021-05-30,Pets & Animals,PT5M10S,애니멀봐|동물농장|TV동물농장|동물농장 애니멀봐|애니멀봐 동물농장|sbs animal farm|sbs animal eng sub|sbs animal show|animals|animal farm|tv animal farm|tv animal farm korean eng sub|tv animal farm eng sub|동물영상|재미있는 동물영상|sbs animal farm 2021|애니멀봐 강아지|애니멀봐 고양이|애니멀봐 뻔뻔한 고양이|고양이랑 강아지 싸움|강아지와 고양이 웃긴영상|고양이와 강아지|뻔뻔한 고양이|웃긴 고양이|고양이 동영상|고양이 간택|동물농장 고양이 간택|길고양이|cat videos|stray cats|stray cat chooses owner|cat and dog funny videos|cat and dog fight|반려견 행동|이찬종 훈련사,밤낮으로 우리집 비번 눌러대는 고양이에게 화가나서 그만.. 키워버리기로 했다.이전이야기↓↓↓https://youtu.be/SqIBCdGNj0g#집에서함께애니멀봐 #강아지고양이합사 #오늘부터우리는❤ -------------------------------------------------애니멀봐와 한배타고⛵☞ https://goo.gl/WL9mGy뻔뻔한 고양이 더 보기🐱☞ https://youtu.be/m2gcX3fbUE8아님 다른 동물 더 보고나서🦁☞ https://youtu.be/Bc25ljDZU5E[애니멀봐]와 베프되기　페이스북: https://www.facebook.com/sbstvanimal　인스타그램: https://www.instagram.com/sbsanimal　트위터: https://twitter.com/sbsyang,2021-06-01,2021-06-01,20,20,761192,761192,20385,20385,175,175,1436,1436,3980000,3980000,3581255120,3581255120,2879,2879
VyGi4,CHM31rB,2021-05-05,Entertainment,PT1M,,유튜브 볼 시간도 없는 바쁜 현대인을 위한 초간단 채널 1분만입니다.여러분들의 시간을 아껴드리기 위해 재미있는 사실들은 덜도 말고 더도 말고 딱 1분만에 전달드리겠습니다.저희가 더 재미있는 영상을 제작할 수 있도록 구독과 좋아요 그리고 알람설정을 해서 도와주시면 정말 감사하겠습니다!-------------------------------------------------------BGM infoTrack : Walk on EggshellsMusic by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/aMNIjg7xSl4-------------------------------------------------------#5월5일 #어른이 #공휴일,2021-05-07,2021-05-07,40,40,917422,917422,22302,22302,362,362,4644,4644,96800,96800,10034755,10034755,54,54
VyHNx,CHoPTIa,2021-06-26,People & Blogs,PT24M52S,뉴트리아|뉴트리아 퇴치|뉴트리아 요리|뉴트리아 에어프라이|뉴트리아 유해동물,곰퐝이 여러분!오늘은 유해동물 뉴트리아를 잡아서에어프라이기에 넣어서 먹어 봤습니다!잡을 줄 몰랐는데 운 좋게 잡게 됐습니다!재미있게 보세요!라랑해요!-----------------------------------------------------------------------------------------------------------------------------------다양한 생물을 보여드리고 있습니다.다양한 생물을 잡아서 요리 해 먹습니다.잘 접하지 못 하는 바다 생물을 키웁니다.그 어떤 생물 이라도 다 잡습니다.항상 재미있게 할게요!비즈니스 문의 - hunterfwang@sandbox.co.kr헌터퐝 인스타 - https://www.instagram.com/hunter_fwang,2021-06-29,2021-07-01,9,44,1283276,1494391,18895,20773,1275,1717,3149,3531,901000,905000,170132763,170963349,241,242
VyHeR,CHONPqk,2021-07-07,People & Blogs,PT2M8S,,업로드 늦어진 점 죄송합니다.지금은 다른 일도 병행 중이라 제작속도가 넘 느리네유ㅠ--🎵Music provided by 브금대통령🎵Track : Butterfly's Wing  - https://youtu.be/uX0fHYUF8Sw,2021-07-09,2021-07-11,25,48,171116,252419,4069,5123,23,44,874,1057,33000,36200,2179700,2478029,14,14
VyI88,CHem8l1,2021-05-22,Entertainment,PT4M51S,재넌|임우정|전여자친구|여자친구|재회|헤어졌습니다|커플|우정|VLOG|브이로그|몰래카메라|몰카,#재넌 #임우정 잘지냈니 우정아..?디스코드에서 놀자: https://discord.gg/AeTCfRQdcU문의 인스타: jaenune ◀ 팔로우 메세지 보내주세요!인스타 링크: https://www.instagram.com/jaenune/ ◀재넌 페이스북 주소 :  https://www.facebook.com/poqrs3077개인 문의는 poqrs6648@naver.com으로 이메일 보내주세요!!,2021-05-24,2021-05-25,28,47,315013,418770,6657,7594,134,184,1285,1367,0,0,552626410,552946289,961,961
VyIug,CHOHM2N,2021-07-10,Entertainment,PT15M41S,아는 형님|형님|형님 학교|티아라|지연|효민|은정|큐리|완전체|토크|티아라토크|강호동|이수근|서장훈|김희철|민경훈|이상민|김영철 288회하이이트|하이라이트|아형하이라이트|아형다시보기|예능|슈퍼주니어|버즈|Knowing bros|Knowing brother|T-ARA|jiyeon|Hyo Min|eunjung.hahm|Qri|min kyung hoon|kim hee chul|kang ho dong|seo jang hoon|lee soo geun,[아형✪하이라이트] 티아라 전우애♨ 매니저 몰래 연애한 썰 다 풀어줌(*˙︶˙*)☆*° #아는형님 #하이라이트 #티아라〈아는 형님〉은 매주 토요일 밤 9시 본.방.사.수!,2021-07-12,2021-07-15,2,43,410091,691300,5625,7866,195,310,688,1104,1760000,1760000,675770521,681670575,1211,1216
VyJKm,CHd4Fmc,2021-07-09,Howto & Style,PT8M5S,사나고|3D펜|3Dpen|만들기|making|3d프린터|3Dprinting,"● 3D펜 사나고 샵https://smartstore.naver.com/sanago● 2021 NEW 사나고 펜 구매하러가기https://smartstore.naver.com/sanago/p...● SANAGO shop (For foreigners)http://sanago-en.com● 인스타그램https://www.instagram.com/sanago_kr/​● 3D펜카페 [사나고의 3D펜 비밀기지]https://cafe.naver.com/sanago​● Contact 광고문의uggnll@naver.com각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com​​​​      #사나고​​​​ #repair #수리기사나고",2021-07-11,2021-07-13,12,46,724407,1067324,28172,35935,181,256,3383,4152,2930000,2930000,368511651,369517951,140,140
VyJcE,CHvG7co,2021-04-28,People & Blogs,PT22M18S,카트라이더|쌍베|쌍튜브|와우|스트리머|트위터|배틀그라운드|스팀|종합게임|게임방송|핫클립|트위치핫클립|리그오브레전드,#부산#침착맨#풀코스트위치 LIVE 매일 2시 ▼  https://www.twitch.tv/pacific8815,2021-04-30,2021-05-01,37,49,97032,136906,2219,2693,34,64,508,566,148000,148000,57675515,57785284,1937,1938
VyK8E,CHhgOgR,2021-05-01,Entertainment,PT8M48S,드라마|web drama|남사친|여사친|로멘스|연애|사랑|love|벚꽃|김아영|에고영|이별|박준|준팍,#웹드라마 #벚꽃 #사랑해문의메일 - short_paper@naver.com,2021-05-03,2021-05-03,28,28,394533,394533,6556,6556,91,91,1249,1249,563000,563000,110268884,110268884,116,116
